"id";"nom";"codepostal";"longitude";"latitude"
"moyeuvre-grande";"Moyeuvre-Grande";"57250";6.03333;49.25
"faulquemont";"Faulquemont";"57380";6.6;49.05
"bitche";"Bitche";"57230";7.43333;49.05
"maizieres-les-metz";"Maizières-lès-Metz";"57210";6.15;49.2167
"rombas";"Rombas";"57120";6.08333;49.25
"farebersviller";"Farébersviller";"57450";6.85;49.1167
"saint-avold";"Saint-Avold";"57500";6.7;49.1
"hettange-grande";"Hettange-Grande";"57330";6.15;49.4
"sarreguemines";"Sarreguemines";"57200";7.05;49.1
"audun-le-tiche";"Audun-le-Tiche";"57390";5.95;49.4667
"marange-silvange";"Marange-Silvange";"57159";6.1;49.2167
"montigny-les-metz";"Montigny-lès-Metz";"57158";6.15;49.1
"algrange";"Algrange";"57440";6.05;49.35
"creutzwald";"Creutzwald";"57150";6.69584;49.2053
"decize";"Decize";"58300";3.46667;46.8333
"cosne-cours-sur-loire";"Cosne-Cours-sur-Loire";"58200";2.9275;47.4122
"varennes-vauzelles";"Varennes-Vauzelles";"58640";3.14639;47.0123
"charite-sur-loire";"La Charité-sur-Loire";"58400";3.01889;47.177
"nevers";"Nevers";"58000";3.16667;46.9833
"waziers";"Waziers";"59119";3.11667;50.3833
"conde-sur-l-escaut";"Condé-sur-l'Escaut";"59163";3.58333;50.45
"sainghin-en-weppes";"Sainghin-en-Weppes";"59184";2.9;50.55
"roubaix";"Roubaix";"59100";3.16667;50.7
"wattrelos";"Wattrelos";"59150";3.21667;50.7
"villeneuve-d-ascq";"Villeneuve-d'Ascq";"59491-59493-59650";3.14167;50.6833
"trith-saint-leger";"Trith-Saint-Léger";"59125";3.48333;50.3167
"roncq";"Roncq";"59223";3.11667;50.75
"bauvin";"Bauvin";"59221";2.88333;50.5167
"fourmies";"Fourmies";"59610";4.05;50
"lille";"Lille";"59000-59160-59260-59777-59800";3.06667;50.6333
"marquette-lez-lille";"Marquette-lez-Lille";"59520";3.06611;50.6759
"mons-en-baroeul";"Mons-en-Barœul";"59370";3.10778;50.642
"wattignies";"Wattignies";"59139";3.05;50.5833
"sin-le-noble";"Sin-le-Noble";"59450";3.11667;50.3667
"aniche";"Aniche";"59580";3.25;50.3333
"bassee";"La Bassée";"59480";2.8;50.5333
"loos";"Loos";"59120";3.01667;50.6167
"fresnes-sur-escaut";"Fresnes-sur-Escaut";"59970";3.58333;50.4333
"cateau-cambresis";"Le Cateau-Cambrésis";"59360";3.54111;50.1053
"halluin";"Halluin";"59250";3.13333;50.7833
"roost-warendin";"Roost-Warendin";"59286";3.08333;50.4167
"bourbourg";"Bourbourg";"59630";2.2;50.95
"valenciennes";"Valenciennes";"59300";3.53333;50.35
"madeleine";"La Madeleine";"59110";3.06667;50.65
"loon-plage";"Loon-Plage";"59279";2.21667;50.9833
"wormhout";"Wormhout";"59470";2.46667;50.8833
"louvroil";"Louvroil";"59720";3.96667;50.2667
"lys-lez-lannoy";"Lys-lez-Lannoy";"59390";3.21445;50.6714
"quesnoy-sur-deûle";"Quesnoy-sur-Deûle";"59890";3;50.7167
"perenchies";"Pérenchies";"59840";2.96667;50.6667
"saint-saulve";"Saint-Saulve";"59880";3.55;50.3667
"santes";"Santes";"59211";2.95;50.6
"hazebrouck";"Hazebrouck";"59190";2.53333;50.7167
"onnaing";"Onnaing";"59264";3.6;50.3833
"templeuve";"Templeuve";"59242";3.16667;50.5333
"bruay-sur-l-escaut";"Bruay-sur-l'Escaut";"59860";3.53333;50.3833
"houplines";"Houplines";"59116";2.91667;50.7
"vieux-conde";"Vieux-Condé";"59690";3.33333;50.4833
"lesquin";"Lesquin";"59810";3.11667;50.5833
"gravelines";"Gravelines";"59820";2.125;50.9833
"hautmont";"Hautmont";"59330";3.93333;50.25
"aulnoye-aymeries";"Aulnoye-Aymeries";"59620";3.83333;50.2
"saint-andre-lez-lille";"Saint-André-lez-Lille";"59350";3.04389;50.6603
"quievrechain";"Quiévrechain";"59920";3.66667;50.3833
"maubeuge";"Maubeuge";"59600";3.96667;50.2833
"merville-59";"Merville";"59660";2.63333;50.6333
"tourcoing";"Tourcoing";"59200";3.15;50.7167
"caudry";"Caudry";"59540";3.41667;50.1333
"neuville-en-ferrain";"Neuville-en-Ferrain";"59960";3.15;50.75
"jeumont";"Jeumont";"59460";4.1;50.3
"lallaing";"Lallaing";"59167";3.16667;50.3833
"coudekerque-branche";"Coudekerque-Branche";"59210";2.4;51.0333
"annoeullin";"Annœullin";"59112";2.93333;50.5333
"fenain";"Fenain";"59179";3.3;50.3667
"croix-59";"Croix";"59170";3.15;50.6667
"anzin";"Anzin";"59410";3.5;50.3667
"comines";"Comines";"59560";3.01667;50.7667
"marly-59";"Marly";"59770";3.55;50.35
"pecquencourt";"Pecquencourt";"59146";3.21667;50.3833
"ronchin";"Ronchin";"59790";3.1;50.6
"bondues";"Bondues";"59910";3.1;50.7
"dunkerque";"Dunkerque";"59140-59240-59430-59640-59279";2.36667;51.05
"douchy-les-mines";"Douchy-les-Mines";"59282";3.38333;50.3
"ferriere-la-grande";"Ferrière-la-Grande";"59680";4;50.25
"escaudain";"Escaudain";"59124";3.35;50.3333
"flines-lez-raches";"Flines-lez-Raches";"59148";3.18306;50.4267
"saint-amand-les-eaux";"Saint-Amand-les-Eaux";"59230";3.43333;50.4333
"douai";"Douai";"59500";3.06667;50.3667
"orchies";"Orchies";"59310";3.23333;50.4667
"wallers";"Wallers";"59135";3.4;50.3667
"grand-fort-philippe";"Grand-Fort-Philippe";"59153";2.10833;51
"nieppe";"Nieppe";"59850";2.83333;50.7
"gorgue";"La Gorgue";"59253";2.7;50.6333
"armentieres";"Armentières";"59280";2.88333;50.6833
"wasquehal";"Wasquehal";"59290";3.15;50.6667
"mouvaux";"Mouvaux";"59420";3.13333;50.7
"seclin";"Seclin";"59113";3.03333;50.55
"lambersart";"Lambersart";"59130";3.03333;50.65
"bailleul-59";"Bailleul";"59270";2.73333;50.7333
"cambrai";"Cambrai";"59400";3.23333;50.1667
"marcq-en-baroeul";"Marcq-en-Barœul";"59700";3.08333;50.6667
"estaires";"Estaires";"59940";2.71667;50.6333
"lambres-lez-douai";"Lambres-lez-Douai";"59552";3.06778;50.3531
"denain";"Denain";"59220";3.38333;50.3333
"hem";"Hem";"59510";3.2;50.65
"chapelle-d-armentieres";"La Chapelle-d'Armentières";"59930";2.9;50.6833
"aulnoy-lez-valenciennes";"Aulnoy-lez-Valenciennes";"59300";3.53;50.3314
"raismes";"Raismes";"59590";3.48333;50.3833
"leers";"Leers";"59115";3.25;50.6833
"cuincy";"Cuincy";"59553";3.05;50.3833
"haubourdin";"Haubourdin";"59320";2.98333;50.6
"flers-en-escrebieux";"Flers-en-Escrebieux";"59128";3.05;50.4
"grande-synthe";"Grande-Synthe";"59760";2.28333;51.0167
"teteghem";"Téteghem";"59229";2.43333;51.0167
"faches-thumesnil";"Faches-Thumesnil";"59155";3.06667;50.5833
"wambrechies";"Wambrechies";"59118";3.05;50.6833
"somain";"Somain";"59490";3.28333;50.3667
"cappelle-la-grande";"Cappelle-la-Grande";"59180";2.35;51
"feignies";"Feignies";"59750";3.91667;50.3
"ostricourt";"Ostricourt";"59162";3.03333;50.45
"linselles";"Linselles";"59126";3.08333;50.7333
"auby";"Auby";"59950";3.05;50.4167
"dechy";"Dechy";"59187";3.11667;50.35
"wavrin";"Wavrin";"59136";2.91667;50.5667
"beuvrages";"Beuvrages";"59192";3.5;50.3833
"compiegne";"Compiègne";"60200";2.83333;49.4167
"chambly";"Chambly";"60230";2.25;49.1667
"nogent-sur-oise";"Nogent-sur-Oise";"60180";2.46667;49.2667
"mouy";"Mouy";"60250";2.31667;49.3167
"meru";"Méru";"60110";2.13333;49.2333
"saint-just-en-chaussee";"Saint-Just-en-Chaussée";"60130";2.43333;49.5
"senlis-60";"Senlis";"60300";2.58333;49.2
"noyon";"Noyon";"60400";3;49.5833
"creil";"Creil";"60100";2.48333;49.2667
"crepy-en-valois";"Crépy-en-Valois";"60800";2.9;49.2333
"gouvieux";"Gouvieux";"60270";2.41667;49.1833
"pont-sainte-maxence";"Pont-Sainte-Maxence";"60700";2.6;49.3
"margny-les-compiegne";"Margny-lès-Compiègne";"60280";2.81667;49.4333
"beauvais";"Beauvais";"60155";2.08333;49.4333
"lamorlaye";"Lamorlaye";"60260";2.43333;49.15
"liancourt";"Liancourt";"60140";2.46667;49.3333
"villers-saint-paul";"Villers-Saint-Paul";"60870";2.48333;49.2833
"montataire";"Montataire";"60160";2.43333;49.2667
"chantilly";"Chantilly";"60500";2.46667;49.2
"clermont-60";"Clermont";"60600";2.4;49.3833
"flers-61";"Flers";"61100";-0.566667;48.75
"argentan";"Argentan";"61200";-0.016667;48.75
"alencon";"Alençon";"61000";0.083333;48.4333
"aigle";"L'Aigle";"61300";0.633333;48.75
"ferte-mace";"La Ferté-Macé";"61600";-0.366667;48.6
"marquise";"Marquise";"62250";1.7;50.8167
"divion";"Divion";"62460";2.5;50.4667
"grenay-62";"Grenay";"62160";2.73333;50.45
"mericourt-62";"Méricourt";"62680";2.86667;50.4
"saint-etienne-au-mont";"Saint-Étienne-au-Mont";"62360";1.61667;50.6667
"oignies";"Oignies";"62590";2.98333;50.4667
"marck";"Marck";"62730";1.95;50.95
"lievin";"Liévin";"62800";2.76667;50.4167
"auchel";"Auchel";"62260";2.46667;50.5
"henin-beaumont";"Hénin-Beaumont";"62110";2.93333;50.4167
"guînes";"Guînes";"62340";1.86667;50.8667
"hersin-coupigny";"Hersin-Coupigny";"62530";2.65;50.45
"saint-omer-62";"Saint-Omer";"62500";2.25;50.75
"harnes";"Harnes";"62440";2.9;50.45
"wingles";"Wingles";"62410";2.85;50.4833
"rouvroy-62";"Rouvroy";"62320";2.9;50.3833
"cucq";"Cucq";"62780";1.61667;50.4833
"arras";"Arras";"62000";2.78333;50.2833
"desvres";"Desvres";"62240";1.83333;50.6667
"oye-plage";"Oye-Plage";"62215";2.05;50.9833
"sallaumines";"Sallaumines";"62430";2.86667;50.4167
"noyelles-sous-lens";"Noyelles-sous-Lens";"62221";2.86667;50.4333
"noeux-les-mines";"Nœux-les-Mines";"62290";2.66667;50.4833
"montigny-en-gohelle";"Montigny-en-Gohelle";"62640";2.93333;50.4333
"marles-les-mines";"Marles-les-Mines";"62540";2.51667;50.5
"coulogne";"Coulogne";"62137";1.88333;50.9167
"annezin";"Annezin";"62232";2.61667;50.5333
"beuvry";"Beuvry";"62660";2.68333;50.5167
"dainville";"Dainville";"62000";2.71667;50.2833
"loison-sous-lens";"Loison-sous-Lens";"62218";2.86667;50.4333
"arques-62";"Arques";"62510";2.28333;50.7333
"calais";"Calais";"62100";1.83333;50.95
"wimereux";"Wimereux";"62930";1.61667;50.7667
"boulogne-sur-mer";"Boulogne-sur-Mer";"62200";1.61667;50.7167
"etaples";"Étaples";"62630";1.65;50.5167
"libercourt";"Libercourt";"62820";3.01667;50.4833
"lillers";"Lillers";"62190";2.48333;50.5667
"bethune";"Béthune";"62400";2.63333;50.5333
"isbergues";"Isbergues";"62330";2.45;50.6167
"saint-pol-sur-ternoise";"Saint-Pol-sur-Ternoise";"62130";2.33333;50.3833
"courcelles-les-lens";"Courcelles-lès-Lens";"62970";3.01667;50.4167
"leforest";"Leforest";"62790";3.06667;50.4333
"carvin";"Carvin";"62220";2.96667;50.4833
"loos-en-gohelle";"Loos-en-Gohelle";"62750";2.78333;50.45
"aire-sur-la-lys";"Aire-sur-la-Lys";"62120";2.4;50.6333
"portel";"Le Portel";"62480";1.56667;50.7
"barlin";"Barlin";"62620";2.61667;50.45
"bully-les-mines";"Bully-les-Mines";"62160";2.71667;50.4333
"bruay-la-buissiere";"Bruay-la-Buissière";"62700";2.54778;50.4812
"dourges";"Dourges";"62119";2.98333;50.4333
"avion";"Avion";"62210";2.83333;50.4
"outreau";"Outreau";"62230";1.58333;50.7
"courrieres";"Courrières";"62710";2.93333;50.45
"noyelles-godault";"Noyelles-Godault";"62950";2.98333;50.4167
"saint-laurent-blangy";"Saint-Laurent-Blangy";"62223";2.8;50.3
"billy-montigny";"Billy-Montigny";"62420";2.9;50.4167
"fouquieres-les-lens";"Fouquières-lès-Lens";"62740";2.91667;50.4333
"mazingarbe";"Mazingarbe";"62670";2.7;50.4667
"longuenesse";"Longuenesse";"62219";2.23333;50.7333
"lens";"Lens";"62300";2.83333;50.4333
"blendecques";"Blendecques";"62575";2.26667;50.7167
"vendin-le-vieil";"Vendin-le-Vieil";"62880";2.86667;50.4667
"houdain";"Houdain";"62150";2.53333;50.45
"beaurains";"Beaurains";"62217";2.78333;50.2667
"berck";"Berck";"62600";1.59278;50.4084
"saint-martin-boulogne";"Saint-Martin-Boulogne";"62280";1.63333;50.7167
"sains-en-gohelle";"Sains-en-Gohelle";"62114";2.68333;50.45
"achicourt";"Achicourt";"62217";2.76667;50.2667
"calonne-ricouart";"Calonne-Ricouart";"62470";2.48333;50.4833
"pont-du-chateau";"Pont-du-Château";"63430";3.25;45.8
"cournon-d-auvergne";"Cournon-d'Auvergne";"63800";3.21667;45.75
"ambert";"Ambert";"63600";3.75;45.55
"clermont-ferrand";"Clermont-Ferrand";"63000-63100";3.08333;45.7833
"issoire";"Issoire";"63500";3.25;45.55
"ceyrat";"Ceyrat";"63122";3.06667;45.7333
"lempdes";"Lempdes";"63370";3.21667;45.7667
"chamalieres";"Chamalières";"63400";3.06667;45.7833
"thiers";"Thiers";"63300";3.56667;45.85
"lezoux";"Lezoux";"63190";3.38333;45.8333
"cebazat";"Cébazat";"63118";3.1;45.8333
"gerzat";"Gerzat";"63360";3.15;45.8333
"riom";"Riom";"63200";3.11667;45.9
"aubiere";"Aubière";"63170";3.11667;45.75
"beaumont-63";"Beaumont";"63110";3.1;45.75
"chatel-guyon";"Châtel-Guyon";"63140";3.06667;45.9167
"romagnat";"Romagnat";"63540";3.1;45.7333
"boucau";"Boucau";"64340";-1.5;43.5333
"mourenx";"Mourenx";"64150";-0.6;43.3833
"hendaye";"Hendaye";"64700";-1.775;43.3583
"lescar";"Lescar";"64230";-0.416667;43.3333
"pau";"Pau";"64000";-0.366667;43.3
"oloron-sainte-marie";"Oloron-Sainte-Marie";"64400";-0.6;43.2
"hasparren";"Hasparren";"64240";-1.3;43.3833
"lons";"Lons";"64140";-0.4;43.3167
"cambo-les-bains";"Cambo-les-Bains";"64250";-1.4;43.3667
"bayonne";"Bayonne";"64100";-1.48333;43.4833
"biarritz";"Biarritz";"64200";-1.56667;43.4833
"urrugne";"Urrugne";"64122";-1.7;43.3583
"salies-de-bearn";"Salies-de-Béarn";"64270";-0.916667;43.4833
"jurancon";"Jurançon";"64110";-0.383333;43.3
"bidart";"Bidart";"64210";-1.58333;43.4333
"ciboure";"Ciboure";"64500";-1.66667;43.3833
"anglet";"Anglet";"64600";-1.53333;43.4833
"gan";"Gan";"64290";-0.383333;43.2333
"saint-pee-sur-nivelle";"Saint-Pée-sur-Nivelle";"64310";-1.55;43.35
"ustaritz";"Ustaritz";"64480";-1.45;43.4
"orthez";"Orthez";"64300";-0.766667;43.4833
"saint-jean-de-luz";"Saint-Jean-de-Luz";"64500";-1.66667;43.3833
"billere";"Billère";"64140";-0.4;43.3
"aureilhan-65";"Aureilhan";"65800";0.1;43.25
"lannemezan";"Lannemezan";"65300";0.383333;43.1333
"tarbes";"Tarbes";"65000";0.083333;43.2333
"vic-en-bigorre";"Vic-en-Bigorre";"65500";0.05;43.3833
"bagneres-de-bigorre";"Bagnères-de-Bigorre";"65200";0.15;43.0667
"lourdes";"Lourdes";"65100";-0.05;43.1
"cabestany";"Cabestany";"66330";2.93333;42.6833
"bompas-66";"Bompas";"66430";2.93333;42.7333
"saint-cyprien-66";"Saint-Cyprien";"66750";3;42.6167
"ille-sur-tet";"Ille-sur-Têt";"66130";2.61667;42.6667
"saint-esteve";"Saint-Estève";"66240";2.85;42.7
"argeles-sur-mer";"Argelès-sur-Mer";"66700";3.01667;42.55
"elne";"Elne";"66200";2.96667;42.6
"saint-laurent-de-la-salanque";"Saint-Laurent-de-la-Salanque";"66250";2.98333;42.7667
"rivesaltes";"Rivesaltes";"66600";2.86667;42.7667
"thuir";"Thuir";"66300";2.75;42.6333
"ceret";"Céret";"66400";2.75;42.4833
"boulou";"Le Boulou";"66160";2.83333;42.5167
"pia";"Pia";"66380";2.91667;42.75
"canet-en-roussillon";"Canet-en-Roussillon";"66140";3.00778;42.7067
"prades-66";"Prades";"66500";2.43333;42.6167
"soler";"Le Soler";"66270";2.8;42.6833
"toulouges";"Toulouges";"66350";2.83333;42.6667
"perpignan";"Perpignan";"66000-66100";2.88333;42.6833
"ostwald";"Ostwald";"67540";7.71667;48.55
"wasselonne";"Wasselonne";"67310";7.45;48.6333
"molsheim";"Molsheim";"67120";7.48333;48.5333
"drusenheim";"Drusenheim";"67410";7.95;48.7667
"barr";"Barr";"67140";7.45;48.4
"eckbolsheim";"Eckbolsheim";"67201";7.68333;48.5833
"obernai";"Obernai";"67210";7.48333;48.4667
"saverne";"Saverne";"67700";7.36667;48.7333
"strasbourg";"Strasbourg";"67000-67100-67200";7.75;48.5833
"benfeld";"Benfeld";"67230";7.6;48.3667
"bischwiller";"Bischwiller";"67240";7.86667;48.7667
"vendenheim";"Vendenheim";"67550";7.71667;48.6667
"geispolsheim";"Geispolsheim";"67400";7.65;48.5167
"bischheim";"Bischheim";"67800";7.75;48.6167
"schiltigheim";"Schiltigheim";"67300";7.75;48.6
"reichshoffen";"Reichshoffen";"67110";7.66667;48.9333
"souffelweyersheim";"Souffelweyersheim";"67460";7.73333;48.6333
"illkirch-graffenstaden";"Illkirch-Graffenstaden";"67400";7.71667;48.5333
"selestat";"Sélestat";"67600";7.45;48.2667
"hoenheim";"Hœnheim";"67800";7.75;48.6167
"erstein";"Erstein";"67150";7.66667;48.4333
"brumath";"Brumath";"67170";7.71667;48.7333
"wantzenau";"La Wantzenau";"67610";7.83333;48.6667
"fegersheim";"Fegersheim";"67640";7.68333;48.4833
"haguenau";"Haguenau";"67500";7.78333;48.8167
"mutzig";"Mutzig";"67190";7.46667;48.5333
"lingolsheim";"Lingolsheim";"67380";7.68333;48.5667
"wissembourg";"Wissembourg";"67160";7.95;49.0333
"wittelsheim";"Wittelsheim";"68310";7.25;47.8167
"colmar";"Colmar";"68000";7.36667;48.0833
"altkirch";"Altkirch";"68130";7.25;47.6167
"kingersheim";"Kingersheim";"68260";7.33333;47.8
"saint-louis-68";"Saint-Louis";"68128";7.56667;47.5833
"wintzenheim";"Wintzenheim";"68920";7.28333;48.0667
"illzach";"Illzach";"68110";7.33333;47.7833
"wittenheim";"Wittenheim";"68270";7.33333;47.8167
"sainte-marie-aux-mines";"Sainte-Marie-aux-Mines";"68160";7.18333;48.25
"cernay-68";"Cernay";"68700";7.16667;47.8167
"thann";"Thann";"68800";7.08333;47.8167
"huningue";"Huningue";"68330";7.58333;47.6
"ensisheim";"Ensisheim";"68190";7.35;47.8667
"soultz-haut-rhin";"Soultz-Haut-Rhin";"68360";7.23333;47.8833
"riedisheim";"Riedisheim";"68400";7.36667;47.75
"brunstatt";"Brunstatt";"68350";7.31667;47.7167
"pfastatt";"Pfastatt";"68120";7.3;47.7833
"sausheim";"Sausheim";"68390";7.36667;47.7833
"rixheim";"Rixheim";"68170";7.4;47.7667
"lutterbach";"Lutterbach";"68460";7.28333;47.7667
"guebwiller";"Guebwiller";"68500";7.2;47.9167
"mulhouse";"Mulhouse";"68100-68200";7.33333;47.75
"oullins";"Oullins";"69600";4.8;45.7167
"grezieu-la-varenne";"Grézieu-la-Varenne";"69290";4.7;45.75
"neuville-sur-saone";"Neuville-sur-Saône";"69250";4.85;45.8667
"grigny-69";"Grigny";"69520";4.78333;45.6167
"venissieux";"Vénissieux";"69200";4.88333;45.6833
"jonage";"Jonage";"69330";5.03333;45.8
"villefranche-sur-saone";"Villefranche-sur-Saône";"69400";4.71667;45.9833
"tassin-la-demi-lune";"Tassin-la-Demi-Lune";"69160";4.78333;45.7667
"champagne-au-mont-d-or";"Champagne-au-Mont-d'Or";"69410";4.78333;45.8
"mions";"Mions";"69780";4.95;45.6667
"corbas";"Corbas";"69960";4.9;45.6667
"gleize";"Gleizé";"69400";4.68333;45.9833
"caluire-et-cuire";"Caluire-et-Cuire";"69300";4.85;45.8
"irigny";"Irigny";"69540";4.81667;45.6667
"chaponost";"Chaponost";"69630";4.75;45.7
"lentilly";"Lentilly";"69210";4.66667;45.8167
"saint-fons";"Saint-Fons";"69190";4.86667;45.7
"saint-genis-laval";"Saint-Genis-Laval";"69230";4.8;45.6833
"amplepuis";"Amplepuis";"69550";4.33333;45.9833
"saint-symphorien-d-ozon";"Saint-Symphorien-d'Ozon";"69360";4.86667;45.6333
"lyon";"Lyon";"69001-69002-69003-69004-69005-69006-69007-69008-69009";4.84139;45.7589
"saint-priest-69";"Saint-Priest";"69800";4.93333;45.6917
"brindas";"Brindas";"69126";4.68333;45.7167
"genas";"Genas";"69740";5;45.7333
"vaulx-en-velin";"Vaulx-en-Velin";"69120";4.93333;45.7833
"belleville-69";"Belleville";"69220";4.75;46.1083
"chassieu";"Chassieu";"69680";4.96667;45.75
"craponne";"Craponne";"69290";4.71667;45.7333
"saint-bonnet-de-mure";"Saint-Bonnet-de-Mure";"69720";5.03333;45.6833
"villeurbanne";"Villeurbanne";"69100";4.88333;45.7667
"pierre-benite";"Pierre-Bénite";"69310";4.81667;45.7
"fontaines-sur-saone";"Fontaines-sur-Saône";"69270";4.85;45.8333
"francheville-69";"Francheville";"69340";4.76667;45.7333
"brignais";"Brignais";"69530";4.75;45.6667
"ternay-69";"Ternay";"69360";4.81667;45.6167
"meyzieu";"Meyzieu";"69330";5.00333;45.7672
"arbresle";"L'Arbresle";"69210";4.61667;45.8333
"saint-cyr-au-mont-d-or";"Saint-Cyr-au-Mont-d'Or";"69450";4.81667;45.8
"anse";"Anse";"69480";4.71667;45.9333
"bron";"Bron";"69500";4.91667;45.7333
"rillieux-la-pape";"Rillieux-la-Pape";"69140";4.89833;45.8214
"mulatiere";"La Mulatière";"69350";4.8;45.7333
"ecully";"Écully";"69130";4.76667;45.7667
"decines-charpieu";"Décines-Charpieu";"69150";4.96667;45.75
"saint-laurent-de-mure";"Saint-Laurent-de-Mure";"69720";5.03333;45.6833
"dardilly";"Dardilly";"69570";4.73333;45.8
"saint-didier-au-mont-d-or";"Saint-Didier-au-Mont-d'Or";"69370";4.8;45.8
"genay-69";"Genay";"69730";4.83333;45.9
"feyzin";"Feyzin";"69320";4.85;45.6667
"tarare";"Tarare";"69170";4.43333;45.9
"mornant";"Mornant";"69440";4.66667;45.6167
"givors";"Givors";"69700";4.76667;45.5833
"sainte-foy-les-lyon";"Sainte-Foy-lès-Lyon";"69110";4.8;45.7333
"lure-70";"Luré";"70200";6.5;47.6833
"vesoul";"Vesoul";"70000";6.16667;47.6333
"luxeuil-les-bains";"Luxeuil-les-Bains";"70300";6.38333;47.8167
"gray";"Gray";"70100";5.58333;47.45
"hericourt-70";"Héricourt";"70400";6.75;47.5833
"saint-vallier-71";"Saint-Vallier";"71230";4.36667;46.6333
"louhans";"Louhans";"71500";5.21667;46.6333
"tournus";"Tournus";"71700";4.9;46.5667
"saint-remy-71";"Saint-Rémy";"71100";4.83333;46.7667
"montchanin";"Montchanin";"71210";4.45;46.75
"creusot";"Le Creusot";"71200";4.43333;46.8
"digoin";"Digoin";"71160";3.98333;46.4833
"montceau-les-mines";"Montceau-les-Mines";"71300";4.36667;46.6667
"charnay-les-macon";"Charnay-lès-Mâcon";"71850";4.78333;46.3
"chagny-71";"Chagny";"71150";4.75;46.9167
"paray-le-monial";"Paray-le-Monial";"71600";4.11667;46.45
"macon";"Mâcon";"71870";4.83333;46.3
"chalon-sur-saone";"Chalon-sur-Saône";"71100";4.85;46.7833
"gueugnon";"Gueugnon";"71130";4.06667;46.6
"blanzy";"Blanzy";"71450";4.38333;46.7
"saint-marcel-71";"Saint-Marcel";"71380";4.9;46.7833
"chatenoy-le-royal";"Châtenoy-le-Royal";"71880";4.8;46.7833
"autun";"Autun";"71400";4.3;46.95
"bourbon-lancy";"Bourbon-Lancy";"71140";3.78333;46.6167
"le-mans";"Le Mans";"72000-72100";0.2;48
"mamers";"Mamers";"72600";0.383333;48.35
"change-72";"Changé";"72560";0.283333;47.9833
"allonnes-72";"Allonnes";"72700";0.15;47.9667
"sable-sur-sarthe";"Sablé-sur-Sarthe";"72300";-0.333333;47.8333
"coulaines";"Coulaines";"72190";0.2;48.0167
"ferte-bernard";"La Ferté-Bernard";"72400";0.666667;48.1833
"fleche";"La Flèche";"72200";-0.083333;47.7
"arnage";"Arnage";"72230";0.183333;47.9333
"aix-les-bains";"Aix-les-Bains";"73100";5.91667;45.7
"albertville";"Albertville";"73200";6.38333;45.6833
"saint-jean-de-maurienne";"Saint-Jean-de-Maurienne";"73300";6.35;45.2833
"ravoire";"La Ravoire";"73490";5.96667;45.55
"chambery";"Chambéry";"73000";5.93333;45.5667
"challes-les-eaux";"Challes-les-Eaux";"73190";5.98333;45.55
"saint-alban-leysse";"Saint-Alban-Leysse";"73230";5.95806;45.58
"motte-servolex";"La Motte-Servolex";"73290";5.88333;45.6
"ugine";"Ugine";"73400";6.41667;45.75
"bourg-saint-maurice";"Bourg-Saint-Maurice";"73700";6.76667;45.6167
"cognin";"Cognin";"73160";5.9;45.5667
"roche-sur-foron";"La Roche-sur-Foron";"74800";6.31667;46.0667
"seynod";"Seynod";"74600";6.08333;45.8833
"annecy";"Annecy";"74000";6.11667;45.9
"marnaz";"Marnaz";"74460";6.53333;46.0667
"sciez";"Sciez";"74140";6.38333;46.3333
"thyez";"Thyez";"74300";6.53333;46.0833
"evian-les-bains";"Évian-les-Bains";"74500";6.58333;46.3833
"meythet";"Meythet";"74960";6.1;45.9333
"thones";"Thônes";"74230";6.33333;45.8833
"ville-la-grand";"Ville-la-Grand";"74100";6.25;46.2
"bonneville-74";"Bonneville";"74130";6.41667;46.0833
"passy-74";"Passy";"74480";6.68333;45.9167
"saint-jorioz";"Saint-Jorioz";"74410";6.16667;45.8333
"thonon-les-bains";"Thonon-les-Bains";"74200";6.48333;46.3667
"annecy-le-vieux";"Annecy-le-Vieux";"74940";6.15;45.9167
"cran-gevrier";"Cran-Gevrier";"74960";6.1;45.9
"saint-pierre-en-faucigny";"Saint-Pierre-en-Faucigny";"74800";6.37251;46.0598
"reignier-esery";"Reignier-Ésery";"74930";6.26667;46.1333
"gaillard";"Gaillard";"74240";6.21667;46.1833
"sallanches";"Sallanches";"74700";6.63333;45.9333
"rumilly-74";"Rumilly";"74150";5.95;45.8667
"poisy";"Poisy";"74330";6.06667;45.9167
"annemasse";"Annemasse";"74100";6.25;46.2
"chamonix-mont-blanc";"Chamonix-Mont-Blanc";"74400";6.86667;45.9167
"vetraz-monthoux";"Vétraz-Monthoux";"74100";6.26667;46.1667
"marignier";"Marignier";"74970";6.51667;46.1
"scionzier";"Scionzier";"74950";6.56667;46.05
"publier";"Publier";"74500";6.55;46.3833
"cranves-sales";"Cranves-Sales";"74380";6.3;46.1833
"saint-gervais-les-bains";"Saint-Gervais-les-Bains";"74190";6.71667;45.9
"faverges";"Faverges";"74210";6.3;45.75
"saint-julien-en-genevois";"Saint-Julien-en-Genevois";"74160";6.08333;46.1333
"cluses-74";"Cluses";"74300";6.6;46.0667
"ambilly";"Ambilly";"74100";6.22417;46.195
"paris";"Paris";"75001-75002-75003-75004-75005-75006-75007-75008-75009-75010-75011-75012-75013-75014-75015-75016-75017-75018-75019-75020-75116";2.34445;48.86
"saint-pierre-les-elbeuf";"Saint-Pierre-lès-Elbeuf";"76320";1.05;49.2667
"octeville-sur-mer";"Octeville-sur-Mer";"76930";0.116667;49.55
